,country,country_source,period,sex,age_group,Dx_covid_season,population,mx_covid_season
567,Sweden,Sweden (NBHW),autumn 2020,1,70-74,23,283543.25,0.0811163728990198
568,Sweden,Sweden (NBHW),autumn 2020,1,75-84,126,388346.25,0.32445272743074
569,Sweden,Sweden (NBHW),autumn 2020,1,85+,315,168056.0,1.87437520826391
570,Sweden,Sweden (NBHW),autumn 2020,2,0-49,12,3298049.5,0.00363851421878295
571,Sweden,Sweden (NBHW),autumn 2020,2,50-59,18,662148.5,0.0271842343522639
572,Sweden,Sweden (NBHW),autumn 2020,2,60-69,51,550992.5,0.092560243560484
573,Sweden,Sweden (NBHW),autumn 2020,2,70-74,50,269523.25,0.185512752610396
574,Sweden,Sweden (NBHW),autumn 2020,2,75-84,211,340599.5,0.619495918226539
575,Sweden,Sweden (NBHW),autumn 2020,2,85+,247,94775.5,2.60615876465964
576,Sweden,Sweden (NBHW),autumn 2021,0,0-49,15,6431147.25,0.00233239878001549
577,Sweden,Sweden (NBHW),autumn 2021,0,50-59,21,1322161.75,0.0158830793584824
578,Sweden,Sweden (NBHW),autumn 2021,0,60-69,64,1109011.75,0.0577090368970392
579,Sweden,Sweden (NBHW),autumn 2021,0,70-74,53,539741.25,0.0981952000148219
580,Sweden,Sweden (NBHW),autumn 2021,0,75-84,139,764866.5,0.181731060256921
581,Sweden,Sweden (NBHW),autumn 2021,0,85+,171,267139.75,0.640114397052479
582,Sweden,Sweden (NBHW),autumn 2021,1,0-49,6,3120894.0,0.0019225260454216
583,Sweden,Sweden (NBHW),autumn 2021,1,50-59,6,652554.25,0.00919463784045541
584,Sweden,Sweden (NBHW),autumn 2021,1,60-69,21,556359.0,0.0377454125843206
585,Sweden,Sweden (NBHW),autumn 2021,1,70-74,16,277059.0,0.0577494324313594
586,Sweden,Sweden (NBHW),autumn 2021,1,75-84,59,406199.25,0.145248914172047
587,Sweden,Sweden (NBHW),autumn 2021,1,85+,84,169760.75,0.494814025032288
588,Sweden,Sweden (NBHW),autumn 2021,2,0-49,9,3310253.25,0.00271882521375064
589,Sweden,Sweden (NBHW),autumn 2021,2,50-59,15,669607.5,0.0224011827824509
590,Sweden,Sweden (NBHW),autumn 2021,2,60-69,43,552652.75,0.0778065430779092
591,Sweden,Sweden (NBHW),autumn 2021,2,70-74,37,262682.25,0.140854587624402
592,Sweden,Sweden (NBHW),autumn 2021,2,75-84,80,358667.25,0.223047964373664
593,Sweden,Sweden (NBHW),autumn 2021,2,85+,87,97379.0,0.893416445024081
594,Sweden,Sweden (NBHW),spring 2020,0,0-49,42,6399911.25,0.00656259100467995
595,Sweden,Sweden (NBHW),spring 2020,0,50-59,103,1300958.5,0.0791723948150537
596,Sweden,Sweden (NBHW),spring 2020,0,60-69,234,1107818.5,0.211225936378567
597,Sweden,Sweden (NBHW),spring 2020,0,70-74,316,557965.5,0.566343259574293
598,Sweden,Sweden (NBHW),spring 2020,0,75-84,1296,710747.25,1.82343301363459
599,Sweden,Sweden (NBHW),spring 2020,0,85+,1973,263114.5,7.498636525163
600,Sweden,Sweden (NBHW),spring 2020,1,0-49,14,3106020.75,0.00450737491048635
601,Sweden,Sweden (NBHW),spring 2020,1,50-59,18,641899.0,0.0280417947371783
602,Sweden,Sweden (NBHW),spring 2020,1,60-69,67,556185.0,0.120463514837689
603,Sweden,Sweden (NBHW),spring 2020,1,70-74,107,285861.75,0.374306810897226
604,Sweden,Sweden (NBHW),spring 2020,1,75-84,547,379326.75,1.4420285413565
605,Sweden,Sweden (NBHW),spring 2020,1,85+,1089,168650.0,6.45715979839905
606,Sweden,Sweden (NBHW),spring 2020,2,0-49,28,3293890.5,0.00850058616095465
607,Sweden,Sweden (NBHW),spring 2020,2,50-59,85,659059.5,0.128971663408236
608,Sweden,Sweden (NBHW),spring 2020,2,60-69,167,551633.5,0.302737234051231
609,Sweden,Sweden (NBHW),spring 2020,2,70-74,209,272103.75,0.768089377673038
610,Sweden,Sweden (NBHW),spring 2020,2,75-84,749,331420.5,2.25996883113748
611,Sweden,Sweden (NBHW),spring 2020,2,85+,884,94464.5,9.35801279845868
612,Sweden,Sweden (NBHW),spring 2021,0,0-49,36,6418207.75,0.00560904249321004
613,Sweden,Sweden (NBHW),spring 2021,0,50-59,98,1314217.25,0.0745691018741384
614,Sweden,Sweden (NBHW),spring 2021,0,60-69,243,1106977.25,0.219516706418312
615,Sweden,Sweden (NBHW),spring 2021,0,70-74,239,546991.75,0.436935291985665
616,Sweden,Sweden (NBHW),spring 2021,0,75-84,659,746985.5,0.882212573068687
617,Sweden,Sweden (NBHW),spring 2021,0,85+,498,264173.25,1.88512652208352
618,Sweden,Sweden (NBHW),spring 2021,1,0-49,12,3114704.0,0.00385269354648146
619,Sweden,Sweden (NBHW),spring 2021,1,50-59,30,648552.75,0.046256838784509
620,Sweden,Sweden (NBHW),spring 2021,1,60-69,61,555645.0,0.109782325045668
621,Sweden,Sweden (NBHW),spring 2021,1,70-74,77,280609.0,0.274403173098511
622,Sweden,Sweden (NBHW),spring 2021,1,75-84,235,397303.75,0.591486992005487
623,Sweden,Sweden (NBHW),spring 2021,1,85+,235,168426.25,1.39526944285704
624,Sweden,Sweden (NBHW),spring 2021,2,0-49,24,3303503.75,0.00726501369946984
625,Sweden,Sweden (NBHW),spring 2021,2,50-59,68,665664.5,0.102153562342592
626,Sweden,Sweden (NBHW),spring 2021,2,60-69,182,551332.25,0.330109475729018
627,Sweden,Sweden (NBHW),spring 2021,2,70-74,162,266382.75,0.608147487027595
628,Sweden,Sweden (NBHW),spring 2021,2,75-84,424,349681.75,1.21253110864379
629,Sweden,Sweden (NBHW),spring 2021,2,85+,263,95747.0,2.74682235474741
630,Sweden,Sweden (NBHW),summer 2020,0,0-49,16,6403853.5,0.00249849563235636
631,Sweden,Sweden (NBHW),summer 2020,0,50-59,52,1304054.0,0.0398756493212704
632,Sweden,Sweden (NBHW),summer 2020,0,60-69,140,1107199.0,0.126445200907877
633,Sweden,Sweden (NBHW),summer 2020,0,70-74,148,555516.0,0.266418969030595
634,Sweden,Sweden (NBHW),summer 2020,0,75-84,510,719846.5,0.708484378266755
635,Sweden,Sweden (NBHW),summer 2020,0,85+,862,262973.0,3.27790305468622
636,Sweden,Sweden (NBHW),summer 2020,1,0-49,6,3107883.5,0.00193057429597988
637,Sweden,Sweden (NBHW),summer 2020,1,50-59,15,643450.0,0.0233118346413863
638,Sweden,Sweden (NBHW),summer 2020,1,60-69,35,555886.0,0.0629625498753341
639,Sweden,Sweden (NBHW),summer 2020,1,70-74,39,284702.5,0.136985098479992
640,Sweden,Sweden (NBHW),summer 2020,1,75-84,191,383836.5,0.497607705364133
641,Sweden,Sweden (NBHW),summer 2020,1,85+,503,168353.0,2.98776974571288
642,Sweden,Sweden (NBHW),summer 2020,2,0-49,10,3295970.0,0.00303400819789015
643,Sweden,Sweden (NBHW),summer 2020,2,50-59,37,660604.0,0.0560093490199878
644,Sweden,Sweden (NBHW),summer 2020,2,60-69,105,551313.0,0.190454424256275
645,Sweden,Sweden (NBHW),summer 2020,2,70-74,109,270813.5,0.402491013188043
646,Sweden,Sweden (NBHW),summer 2020,2,75-84,319,336010.0,0.949376506651588
647,Sweden,Sweden (NBHW),summer 2020,2,85+,359,94620.0,3.79412386387656
648,Sweden,Sweden (NBHW),summer 2021,0,0-49,18,6424677.5,0.00280169705016322
649,Sweden,Sweden (NBHW),summer 2021,0,50-59,47,1318189.5,0.035654964631413
650,Sweden,Sweden (NBHW),summer 2021,0,60-69,91,1107994.5,0.0821303715857795
651,Sweden,Sweden (NBHW),summer 2021,0,70-74,71,543366.5,0.130666870335216
652,Sweden,Sweden (NBHW),summer 2021,0,75-84,115,755926.0,0.152131293274739
653,Sweden,Sweden (NBHW),summer 2021,0,85+,69,265656.5,0.259733904496973
654,Sweden,Sweden (NBHW),summer 2021,1,0-49,6,3117799.0,0.00192443451293685
655,Sweden,Sweden (NBHW),summer 2021,1,50-59,10,650553.5,0.0153715259390657
656,Sweden,Sweden (NBHW),summer 2021,1,60-69,28,556002.0,0.0503595310808235
657,Sweden,Sweden (NBHW),summer 2021,1,70-74,23,278834.0,0.0824863538879764
658,Sweden,Sweden (NBHW),summer 2021,1,75-84,35,401751.5,0.0871185297379101
659,Sweden,Sweden (NBHW),summer 2021,1,85+,33,169093.5,0.19515829999379
660,Sweden,Sweden (NBHW),summer 2021,2,0-49,12,3306878.5,0.00362879978807809
661,Sweden,Sweden (NBHW),summer 2021,2,50-59,37,667636.0,0.0554194201630829
662,Sweden,Sweden (NBHW),summer 2021,2,60-69,63,551992.5,0.114131985488933
663,Sweden,Sweden (NBHW),summer 2021,2,70-74,48,264532.5,0.18145218451419
664,Sweden,Sweden (NBHW),summer 2021,2,75-84,80,354174.5,0.225877357065514
665,Sweden,Sweden (NBHW),summer 2021,2,85+,36,96563.0,0.372813603554156
666,Sweden,Sweden (NBHW),winter 2020-2021,0,0-49,30,6411738.0,0.00467891857090854
667,Sweden,Sweden (NBHW),winter 2020-2021,0,50-59,81,1310245.0,0.0618204992196116
668,Sweden,Sweden (NBHW),winter 2020-2021,0,60-69,237,1105960.0,0.214293464501429
669,Sweden,Sweden (NBHW),winter 2020-2021,0,70-74,389,550617.0,0.706480184956149
670,Sweden,Sweden (NBHW),winter 2020-2021,0,75-84,1655,738045.0,2.24241069311492
671,Sweden,Sweden (NBHW),winter 2020-2021,0,85+,2724,262690.0,10.3696372149682
672,Sweden,Sweden (NBHW),winter 2020-2021,1,0-49,12,3111609.0,0.00385652567530175
673,Sweden,Sweden (NBHW),winter 2020-2021,1,50-59,24,646552.0,0.0371199841621401
674,Sweden,Sweden (NBHW),winter 2020-2021,1,60-69,68,555288.0,0.122458976242959
675,Sweden,Sweden (NBHW),winter 2020-2021,1,70-74,137,282384.0,0.485154966287042
676,Sweden,Sweden (NBHW),winter 2020-2021,1,75-84,670,392856.0,1.70545950679129
677,Sweden,Sweden (NBHW),winter 2020-2021,1,85+,1472,167759.0,8.77449197956592
678,Sweden,Sweden (NBHW),winter 2020-2021,2,0-49,18,3300129.0,0.00545433223973972
679,Sweden,Sweden (NBHW),winter 2020-2021,2,50-59,57,663693.0,0.0858830814849637
680,Sweden,Sweden (NBHW),winter 2020-2021,2,60-69,169,550672.0,0.30689775401691
681,Sweden,Sweden (NBHW),winter 2020-2021,2,70-74,252,268233.0,0.939481719251546
682,Sweden,Sweden (NBHW),winter 2020-2021,2,75-84,985,345189.0,2.85350923696873
683,Sweden,Sweden (NBHW),winter 2020-2021,2,85+,1252,94931.0,13.1885264033877
684,Sweden,Sweden (NBHW),winter 2021-2022,0,0-49,21,6437617.0,0.00326207663487902
685,Sweden,Sweden (NBHW),winter 2021-2022,0,50-59,37,1326134.0,0.0279006495572846
686,Sweden,Sweden (NBHW),winter 2021-2022,0,60-69,97,1110029.0,0.0873851043531295
687,Sweden,Sweden (NBHW),winter 2021-2022,0,70-74,102,536116.0,0.190257332368368
688,Sweden,Sweden (NBHW),winter 2021-2022,0,75-84,414,773807.0,0.53501712959433
689,Sweden,Sweden (NBHW),winter 2021-2022,0,85+,589,268623.0,2.19266406822945
690,Sweden,Sweden (NBHW),winter 2021-2022,1,0-49,10,3123989.0,0.003201035599037
691,Sweden,Sweden (NBHW),winter 2021-2022,1,50-59,13,654555.0,0.0198608214741313
692,Sweden,Sweden (NBHW),winter 2021-2022,1,60-69,33,556716.0,0.0592761839070549
693,Sweden,Sweden (NBHW),winter 2021-2022,1,70-74,29,275284.0,0.105345752023365
694,Sweden,Sweden (NBHW),winter 2021-2022,1,75-84,162,410647.0,0.394499411903655
695,Sweden,Sweden (NBHW),winter 2021-2022,1,85+,293,170428.0,1.71920107024667
696,Sweden,Sweden (NBHW),winter 2021-2022,2,0-49,11,3313628.0,0.00331962429095843
697,Sweden,Sweden (NBHW),winter 2021-2022,2,50-59,24,671579.0,0.0357366743153077
698,Sweden,Sweden (NBHW),winter 2021-2022,2,60-69,64,553313.0,0.115666901012628
699,Sweden,Sweden (NBHW),winter 2021-2022,2,70-74,73,260832.0,0.279873635136793
700,Sweden,Sweden (NBHW),winter 2021-2022,2,75-84,252,363160.0,0.693909020817271
701,Sweden,Sweden (NBHW),winter 2021-2022,2,85+,296,98195.0,3.01441010234737
702,United States,United States (NCHS),autumn 2020,0,0-24,169,104880000.0,0.00161136536994661
703,United States,United States (NCHS),autumn 2020,0,25-44,2021,88801000.0,0.0227587527167487
704,United States,United States (NCHS),autumn 2020,0,45-64,14260,84615000.0,0.168528038763813
705,United States,United States (NCHS),autumn 2020,0,65-74,20027,32455000.0,0.61706978893853
706,United States,United States (NCHS),autumn 2020,0,75-84,27063,15785000.0,1.7144757681343
707,United States,United States (NCHS),autumn 2020,0,85+,30384,6063000.0,5.01138050470064
708,United States,United States (NCHS),autumn 2020,1,0-24,77,51266000.0,0.00150197011664651
709,United States,United States (NCHS),autumn 2020,1,25-44,770,43947000.0,0.017521104967347
710,United States,United States (NCHS),autumn 2020,1,45-64,5201,42776000.0,0.121586871142697
711,United States,United States (NCHS),autumn 2020,1,65-74,7860,17143000.0,0.458496179198507
712,United States,United States (NCHS),autumn 2020,1,75-84,11702,8809000.0,1.32841412192076
713,United States,United States (NCHS),autumn 2020,1,85+,17111,3885000.0,4.4043758043758
714,United States,United States (NCHS),autumn 2020,2,0-24,92,53613000.0,0.00171600171600172
715,United States,United States (NCHS),autumn 2020,2,25-44,1251,44851000.0,0.0278923546855143
716,United States,United States (NCHS),autumn 2020,2,45-64,9059,41839000.0,0.216520471330577
717,United States,United States (NCHS),autumn 2020,2,65-74,12166,15313000.0,0.794488343237772
718,United States,United States (NCHS),autumn 2020,2,75-84,15361,6977000.0,2.20166260570446
719,United States,United States (NCHS),autumn 2020,2,85+,13272,2178000.0,6.09366391184573
720,United States,United States (NCHS),autumn 2021,0,0-24,910,104880000.0,0.00867658276125095
721,United States,United States (NCHS),autumn 2021,0,25-44,11371,88801000.0,0.128050359793246
722,United States,United States (NCHS),autumn 2021,0,45-64,46485,84615000.0,0.549370678957632
723,United States,United States (NCHS),autumn 2021,0,65-74,35571,32455000.0,1.09600985980589
724,United States,United States (NCHS),autumn 2021,0,75-84,30097,15785000.0,1.9066835603421
725,United States,United States (NCHS),autumn 2021,0,85+,22612,6063000.0,3.72950684479631
726,United States,United States (NCHS),autumn 2021,1,0-24,373,51266000.0,0.00727577731830063
727,United States,United States (NCHS),autumn 2021,1,25-44,4524,43947000.0,0.102942180353608
728,United States,United States (NCHS),autumn 2021,1,45-64,18202,42776000.0,0.425518982607069
729,United States,United States (NCHS),autumn 2021,1,65-74,15452,17143000.0,0.901359155340372
730,United States,United States (NCHS),autumn 2021,1,75-84,13381,8809000.0,1.51901464411397
731,United States,United States (NCHS),autumn 2021,1,85+,12085,3885000.0,3.11068211068211
732,United States,United States (NCHS),autumn 2021,2,0-24,537,53613000.0,0.0100162274075318
733,United States,United States (NCHS),autumn 2021,2,25-44,6847,44851000.0,0.152661033198814
734,United States,United States (NCHS),autumn 2021,2,45-64,28283,41839000.0,0.675996080212242
735,United States,United States (NCHS),autumn 2021,2,65-74,20118,15313000.0,1.31378567230458
736,United States,United States (NCHS),autumn 2021,2,75-84,16716,6977000.0,2.39587215135445
737,United States,United States (NCHS),autumn 2021,2,85+,10527,2178000.0,4.83333333333333
738,United States,United States (NCHS),spring 2020,0,0-24,178,104880000.0,0.00169717772692601
739,United States,United States (NCHS),spring 2020,0,25-44,2725,88801000.0,0.0306865913672143
740,United States,United States (NCHS),spring 2020,0,45-64,18681,84615000.0,0.220776458074809
741,United States,United States (NCHS),spring 2020,0,65-74,23081,32455000.0,0.711169311354183
742,United States,United States (NCHS),spring 2020,0,75-84,29217,15785000.0,1.85093443142224
743,United States,United States (NCHS),spring 2020,0,85+,36386,6063000.0,6.00131947880587
744,United States,United States (NCHS),spring 2020,1,0-24,60,51266000.0,0.00117036632465962
745,United States,United States (NCHS),spring 2020,1,25-44,791,43947000.0,0.0179989532846383
746,United States,United States (NCHS),spring 2020,1,45-64,6068,42776000.0,0.141855245932298
747,United States,United States (NCHS),spring 2020,1,65-74,8678,17143000.0,0.506212448229598
748,United States,United States (NCHS),spring 2020,1,75-84,13181,8809000.0,1.49631059144057
749,United States,United States (NCHS),spring 2020,1,85+,22156,3885000.0,5.7029601029601
750,United States,United States (NCHS),spring 2020,2,0-24,118,53613000.0,0.00220095872269785
751,United States,United States (NCHS),spring 2020,2,25-44,1934,44851000.0,0.0431205547256471
752,United States,United States (NCHS),spring 2020,2,45-64,12613,41839000.0,0.301465140180215
753,United States,United States (NCHS),spring 2020,2,65-74,14402,15313000.0,0.940508065042774
754,United States,United States (NCHS),spring 2020,2,75-84,16035,6977000.0,2.29826573025656
755,United States,United States (NCHS),spring 2020,2,85+,14229,2178000.0,6.53305785123967
756,United States,United States (NCHS),spring 2021,0,0-24,209,104880000.0,0.00199275362318841
757,United States,United States (NCHS),spring 2021,0,25-44,2297,88801000.0,0.0258668258240335
758,United States,United States (NCHS),spring 2021,0,45-64,14062,84615000.0,0.166188028127401
759,United States,United States (NCHS),spring 2021,0,65-74,13891,32455000.0,0.428008011092282
760,United States,United States (NCHS),spring 2021,0,75-84,13214,15785000.0,0.837123851757998
761,United States,United States (NCHS),spring 2021,0,85+,10838,6063000.0,1.78756391225466
762,United States,United States (NCHS),spring 2021,1,0-24,90,51266000.0,0.00175554948698943
763,United States,United States (NCHS),spring 2021,1,25-44,938,43947000.0,0.0213438915056773
764,United States,United States (NCHS),spring 2021,1,45-64,5426,42776000.0,0.12684682999813
765,United States,United States (NCHS),spring 2021,1,65-74,5918,17143000.0,0.345213789885084
766,United States,United States (NCHS),spring 2021,1,75-84,5856,8809000.0,0.664774662277216
767,United States,United States (NCHS),spring 2021,1,85+,5927,3885000.0,1.52561132561133
768,United States,United States (NCHS),spring 2021,2,0-24,119,53613000.0,0.00221961091526309
769,United States,United States (NCHS),spring 2021,2,25-44,1359,44851000.0,0.0303003277518896
770,United States,United States (NCHS),spring 2021,2,45-64,8635,41839000.0,0.206386385907885
771,United States,United States (NCHS),spring 2021,2,65-74,7972,15313000.0,0.520603408868282
772,United States,United States (NCHS),spring 2021,2,75-84,7357,6977000.0,1.05446466962878
773,United States,United States (NCHS),spring 2021,2,85+,4910,2178000.0,2.25436179981635
774,United States,United States (NCHS),summer 2020,0,0-24,268,104880000.0,0.00255530129672006
775,United States,United States (NCHS),summer 2020,0,25-44,2733,88801000.0,0.0307766804427878
776,United States,United States (NCHS),summer 2020,0,45-64,15745,84615000.0,0.186078118536902
777,United States,United States (NCHS),summer 2020,0,65-74,17567,32455000.0,0.541272531197042
778,United States,United States (NCHS),summer 2020,0,75-84,20433,15785000.0,1.29445676274945
779,United States,United States (NCHS),summer 2020,0,85+,21609,6063000.0,3.56407718951014
780,United States,United States (NCHS),summer 2020,1,0-24,109,51266000.0,0.00212616548979831
781,United States,United States (NCHS),summer 2020,1,25-44,956,43947000.0,0.0217534757776413
782,United States,United States (NCHS),summer 2020,1,45-64,5652,42776000.0,0.132130166448476
783,United States,United States (NCHS),summer 2020,1,65-74,6949,17143000.0,0.405354955375372
784,United States,United States (NCHS),summer 2020,1,75-84,9149,8809000.0,1.03859688954478
785,United States,United States (NCHS),summer 2020,1,85+,12745,3885000.0,3.28056628056628
786,United States,United States (NCHS),summer 2020,2,0-24,159,53613000.0,0.00296569861787253
787,United States,United States (NCHS),summer 2020,2,25-44,1777,44851000.0,0.0396200753606386
788,United States,United States (NCHS),summer 2020,2,45-64,10092,41839000.0,0.241210353975955
789,United States,United States (NCHS),summer 2020,2,65-74,10618,15313000.0,0.693397766603539
790,United States,United States (NCHS),summer 2020,2,75-84,11283,6977000.0,1.61717070374086
791,United States,United States (NCHS),summer 2020,2,85+,8863,2178000.0,4.06932966023875
792,United States,United States (NCHS),summer 2021,0,0-24,380,104880000.0,0.0036231884057971
793,United States,United States (NCHS),summer 2021,0,25-44,4103,88801000.0,0.0462044346347451
794,United States,United States (NCHS),summer 2021,0,45-64,15936,84615000.0,0.188335401524552
795,United States,United States (NCHS),summer 2021,0,65-74,11797,32455000.0,0.363487906331844
796,United States,United States (NCHS),summer 2021,0,75-84,10570,15785000.0,0.669623059866962
797,United States,United States (NCHS),summer 2021,0,85+,7960,6063000.0,1.31288141184232
798,United States,United States (NCHS),summer 2021,1,0-24,176,51266000.0,0.00343307455233488
799,United States,United States (NCHS),summer 2021,1,25-44,1588,43947000.0,0.0361344346599313
800,United States,United States (NCHS),summer 2021,1,45-64,6337,42776000.0,0.148143818963905
801,United States,United States (NCHS),summer 2021,1,65-74,5105,17143000.0,0.297789185090124
802,United States,United States (NCHS),summer 2021,1,75-84,4831,8809000.0,0.54841639232603
803,United States,United States (NCHS),summer 2021,1,85+,4327,3885000.0,1.11377091377091
804,United States,United States (NCHS),summer 2021,2,0-24,204,53613000.0,0.00380504728330815
805,United States,United States (NCHS),summer 2021,2,25-44,2515,44851000.0,0.05607455798087
806,United States,United States (NCHS),summer 2021,2,45-64,9599,41839000.0,0.22942708955759
807,United States,United States (NCHS),summer 2021,2,65-74,6692,15313000.0,0.437014301573826
808,United States,United States (NCHS),summer 2021,2,75-84,5739,6977000.0,0.822559839472553
809,United States,United States (NCHS),summer 2021,2,85+,3633,2178000.0,1.66804407713499
810,United States,United States (NCHS),winter 2020-2021,0,0-24,415,104880000.0,0.00395690312738368
811,United States,United States (NCHS),winter 2020-2021,0,25-44,5374,88801000.0,0.0605173365164807
812,United States,United States (NCHS),winter 2020-2021,0,45-64,42095,84615000.0,0.497488624948295
813,United States,United States (NCHS),winter 2020-2021,0,65-74,57478,32455000.0,1.77100600831921
814,United States,United States (NCHS),winter 2020-2021,0,75-84,72916,15785000.0,4.61932214127336
815,United States,United States (NCHS),winter 2020-2021,0,85+,77735,6063000.0,12.8212106218044
816,United States,United States (NCHS),winter 2020-2021,1,0-24,164,51266000.0,0.00319900128740296
817,United States,United States (NCHS),winter 2020-2021,1,25-44,1990,43947000.0,0.045281816733793
818,United States,United States (NCHS),winter 2020-2021,1,45-64,15147,42776000.0,0.354100430147746
819,United States,United States (NCHS),winter 2020-2021,1,65-74,22162,17143000.0,1.29277256022866
820,United States,United States (NCHS),winter 2020-2021,1,75-84,31213,8809000.0,3.54330798047451
821,United States,United States (NCHS),winter 2020-2021,1,85+,43674,3885000.0,11.2416988416988
822,United States,United States (NCHS),winter 2020-2021,2,0-24,251,53613000.0,0.00468170033387425
823,United States,United States (NCHS),winter 2020-2021,2,25-44,3384,44851000.0,0.0754498227464271
824,United States,United States (NCHS),winter 2020-2021,2,45-64,26947,41839000.0,0.644064150672817
825,United States,United States (NCHS),winter 2020-2021,2,65-74,35316,15313000.0,2.30627571344609
826,United States,United States (NCHS),winter 2020-2021,2,75-84,41702,6977000.0,5.97706750752472
827,United States,United States (NCHS),winter 2020-2021,2,85+,34061,2178000.0,15.6386593204775
828,United States,United States (NCHS),winter 2021-2022,0,0-24,723,104880000.0,0.00689359267734554
829,United States,United States (NCHS),winter 2021-2022,0,25-44,7331,88801000.0,0.0825553766286416
830,United States,United States (NCHS),winter 2021-2022,0,45-64,40324,84615000.0,0.476558529811499
831,United States,United States (NCHS),winter 2021-2022,0,65-74,42704,32455000.0,1.31579109536281
832,United States,United States (NCHS),winter 2021-2022,0,75-84,45507,15785000.0,2.88292682926829
833,United States,United States (NCHS),winter 2021-2022,0,85+,40192,6063000.0,6.62906152069932
834,United States,United States (NCHS),winter 2021-2022,1,0-24,325,51266000.0,0.00633948425857293
835,United States,United States (NCHS),winter 2021-2022,1,25-44,2847,43947000.0,0.0647825790156325
836,United States,United States (NCHS),winter 2021-2022,1,45-64,15505,42776000.0,0.362469609126613
837,United States,United States (NCHS),winter 2021-2022,1,65-74,17723,17143000.0,1.03383305139124
838,United States,United States (NCHS),winter 2021-2022,1,75-84,19608,8809000.0,2.22590532410035
839,United States,United States (NCHS),winter 2021-2022,1,85+,20721,3885000.0,5.33359073359073
840,United States,United States (NCHS),winter 2021-2022,2,0-24,393,53613000.0,0.00733031167813776
841,United States,United States (NCHS),winter 2021-2022,2,25-44,4418,44851000.0,0.0985039352522798
842,United States,United States (NCHS),winter 2021-2022,2,45-64,24459,41839000.0,0.584598102249098
843,United States,United States (NCHS),winter 2021-2022,2,65-74,24597,15313000.0,1.6062822438451
844,United States,United States (NCHS),winter 2021-2022,2,75-84,25468,6977000.0,3.65027948975204
845,United States,United States (NCHS),winter 2021-2022,2,85+,19042,2178000.0,8.74288337924702
